temperature,ph_level,moisture_content,total_plate_count,coliform_count,storage_time_days,water_activity,food_type,packaging_type,supplier_id,safety_status
-18.84,4.63,98.0,26742.73,862.14,78.0,0.9773,produce,frozen,SUP018,safe
14.21,6.24,79.02,33706.03,3101.24,5.0,0.8589,seafood,canned,SUP007,unsafe
4.29,7.6,9.35,558.87,39.16,8.0,0.4007,grain,vacuum,SUP006,safe
21.9,4.74,48.12,15605.76,273.86,12.0,0.5915,processed,ambient,SUP011,safe
-0.34,5.97,73.62,5591.21,1334.17,11.0,0.7938,dairy,refrigerated,SUP008,safe
7.37,,54.11,1320.52,67.34,0.0,0.6573,processed,aerated,SUP020,safe
19.44,6.25,83.69,31210.13,1882.6,411.0,0.7972,dairy,canned,SUP001,unsafe
1.18,7.25,5.0,5071.91,878.91,26.0,0.3,grain,refrigerated,SUP008,safe
3.29,4.99,63.92,140903.92,30914.15,11.0,0.7361,meat,refrigerated,SUP008,unsafe
0.35,,72.73,119979.51,14334.7,4.0,0.7825,dairy,refrigerated,SUP019,safe
9.95,7.1,75.94,7723.71,80.25,47.0,0.8213,seafood,canned,SUP003,safe
8.64,6.47,87.6,4720.1,463.07,0.0,0.909,produce,refrigerated,SUP005,safe
14.51,7.07,65.68,59476.35,7533.8,480.0,0.8019,meat,canned,SUP003,unsafe
9.4,6.57,85.55,4409.34,717.66,6.0,0.8173,dairy,aerated,SUP015,safe
-19.09,5.25,89.21,1180.32,75.38,116.0,0.9114,produce,frozen,SUP014,safe
20.08,5.05,52.31,1673.31,187.24,3.0,0.6775,processed,ambient,SUP015,safe
17.47,5.72,79.43,57.28,2.11,84.0,0.8007,meat,canned,SUP017,safe
-10.55,4.47,75.93,16129.42,4052.46,303.0,0.7996,meat,frozen,SUP018,safe
6.0,8.24,89.55,483.61,131.04,9.0,0.8677,seafood,refrigerated,SUP002,safe
-17.39,6.7,76.52,2949.68,170.97,592.0,0.9028,dairy,frozen,SUP012,safe
4.94,5.07,6.91,3950.06,76.97,146.0,0.3502,grain,refrigerated,SUP016,safe
6.0,4.35,18.54,1434.13,69.61,22.0,0.4431,grain,refrigerated,SUP004,safe
0.62,3.64,96.71,126242.49,36245.83,13.0,0.9154,produce,vacuum,SUP002,unsafe
15.64,6.42,63.21,595.01,,7.0,0.6869,meat,ambient,SUP014,safe
6.66,5.5,18.12,53699.79,5944.54,4.0,0.3527,grain,refrigerated,SUP011,safe
,5.14,80.56,618184.3,20733.79,60.0,0.8787,produce,refrigerated,SUP013,unsafe
-0.65,6.39,16.81,6586.49,856.68,5.0,0.4477,grain,refrigerated,SUP007,safe
6.39,5.09,,50844.42,1224.86,17.0,0.8682,produce,refrigerated,SUP010,unsafe
6.29,6.44,5.0,4403.42,118.95,143.0,0.3,grain,vacuum,SUP001,safe
16.34,5.58,85.66,3677.04,340.11,625.0,0.8658,produce,canned,SUP004,unsafe
2.1,6.93,98.0,11472.72,2156.67,12.0,0.9121,seafood,refrigerated,SUP018,safe
10.94,3.74,52.03,438.55,64.9,1.0,0.6271,processed,aerated,SUP006,safe
8.53,6.34,98.0,2876.96,381.1,8.0,0.8738,seafood,vacuum,SUP002,safe
2.95,5.98,75.56,3816.67,211.63,9.0,0.802,produce,refrigerated,SUP003,safe
4.05,5.25,77.51,1293.62,145.19,42.0,0.8156,meat,refrigerated,SUP014,safe
4.05,6.46,64.66,22814.66,967.77,105.0,0.775,produce,vacuum,SUP008,safe
8.95,7.38,90.0,4656.35,607.13,2.0,0.8774,produce,refrigerated,SUP016,safe
3.64,7.03,91.31,9480.11,1634.76,4.0,0.8769,dairy,refrigerated,SUP019,safe
-16.77,7.69,93.38,2908.12,452.13,159.0,0.8291,dairy,frozen,SUP018,safe
1.85,6.08,82.01,5965.99,700.06,9.0,0.8881,produce,refrigerated,SUP006,safe
14.38,5.57,22.39,1040.55,108.16,46.0,0.4902,grain,canned,SUP014,safe
8.26,7.16,74.66,923.26,60.39,20.0,0.7867,seafood,vacuum,SUP003,safe
4.99,7.41,68.36,2934.66,91.91,21.0,0.6779,meat,aerated,SUP016,safe
-8.46,5.08,85.67,,217.91,544.0,0.7961,produce,frozen,SUP001,safe
-13.07,5.67,73.64,22830.29,959.19,147.0,0.7513,dairy,frozen,SUP012,safe
5.4,6.09,95.7,883.87,83.52,14.0,0.9703,seafood,refrigerated,SUP014,safe
3.71,6.33,85.48,168404.98,13676.9,3.0,0.8701,dairy,refrigerated,SUP019,unsafe
-13.94,5.7,95.87,6875.48,442.54,243.0,0.8485,dairy,frozen,SUP019,safe
3.56,7.14,80.45,5213.9,396.63,0.0,0.8431,meat,refrigerated,SUP009,safe
9.05,5.97,60.32,1791.71,119.9,11.0,0.6501,meat,vacuum,SUP007,safe
5.98,7.28,,15989.94,1945.42,0.0,0.9054,dairy,vacuum,SUP014,unsafe
6.3,5.56,75.03,3897.17,290.49,6.0,0.8363,meat,refrigerated,SUP005,safe
4.7,6.09,69.59,8721.52,368.56,85.0,0.7906,seafood,vacuum,SUP018,safe
9.59,5.95,84.49,26503.46,1573.5,28.0,0.9038,seafood,aerated,SUP009,unsafe
1.59,5.07,59.77,8753.72,1177.34,15.0,0.6874,meat,refrigerated,SUP007,safe
17.65,6.28,28.06,108572.43,13700.29,498.0,0.5266,grain,canned,SUP009,unsafe
1.5,6.92,93.14,10470.97,810.82,4.0,0.8761,dairy,refrigerated,SUP004,safe
8.03,7.48,79.29,1267.95,114.63,5.0,0.8025,seafood,aerated,SUP017,safe
5.06,5.31,97.65,307.27,9.14,60.0,0.9184,dairy,vacuum,SUP012,safe
12.94,,69.18,15691.81,1896.66,251.0,0.7509,dairy,canned,SUP006,unsafe
-11.83,4.68,82.51,3050.26,117.64,16.0,0.772,produce,frozen,SUP018,safe
13.05,5.82,87.48,503723.03,22732.67,492.0,0.8573,produce,canned,SUP008,unsafe
-9.82,6.38,34.36,1467.5,114.98,44.0,0.5959,grain,frozen,SUP015,safe
1.54,4.56,79.3,6338.75,172.68,1.0,0.7608,produce,refrigerated,SUP003,safe
19.51,5.77,32.93,13315.76,818.28,19.0,0.4476,processed,ambient,SUP002,safe
6.67,8.37,70.56,8428.6,399.12,0.0,0.6962,dairy,aerated,SUP009,safe
-12.74,,94.06,18578.36,244.05,178.0,0.99,dairy,frozen,SUP008,safe
-14.05,,79.06,1058.32,7.98,,0.8371,dairy,frozen,SUP004,safe
18.53,6.25,,2044.66,35.01,8.0,0.8286,dairy,ambient,SUP002,safe
22.57,6.83,87.63,9778.24,1738.5,100.0,0.873,seafood,ambient,SUP014,unsafe
7.04,4.89,88.42,237.35,10.86,12.0,0.8861,produce,aerated,SUP002,safe
5.76,6.7,87.04,4781.78,36.7,1.0,0.8337,dairy,refrigerated,SUP002,safe
11.69,4.09,55.35,6234.25,802.38,503.0,0.6339,processed,canned,SUP007,unsafe
6.34,4.49,7.69,3043.05,187.9,19.0,0.3421,grain,vacuum,SUP012,safe
2.41,5.98,68.34,2656.0,,62.0,0.708,meat,vacuum,SUP006,safe
-15.99,6.52,87.42,992.63,84.15,290.0,0.8484,dairy,frozen,SUP018,safe
-14.25,6.04,93.68,20320.0,3877.07,29.0,0.9266,dairy,frozen,SUP004,safe
11.44,,,6964.05,505.88,48.0,0.7511,dairy,vacuum,SUP019,safe
4.3,6.73,54.79,16859.13,2478.3,27.0,0.7867,dairy,refrigerated,SUP013,safe
13.96,6.21,86.8,11043.28,1293.62,2.0,0.9018,seafood,aerated,SUP020,unsafe
-13.34,5.69,79.28,3903.48,167.45,15.0,,meat,frozen,SUP002,safe
12.84,7.21,72.0,605.61,66.05,10.0,0.6441,meat,canned,SUP008,safe
10.62,5.52,52.68,26308.81,2340.37,5.0,0.6081,processed,vacuum,SUP019,safe
15.31,4.4,84.36,31741.43,2189.43,1.0,0.8825,produce,canned,SUP009,unsafe
7.07,3.98,55.0,3762.54,310.3,2.0,0.682,processed,aerated,SUP004,safe
-12.59,6.62,93.53,4912.23,578.58,64.0,0.9024,dairy,frozen,SUP016,safe
5.12,4.7,70.56,17870.59,1403.53,5.0,0.7286,meat,vacuum,SUP019,safe
-19.97,3.9,98.0,,152.0,189.0,0.8918,produce,frozen,SUP010,safe
8.81,6.93,69.36,775.14,72.51,216.0,0.7307,dairy,vacuum,SUP006,safe
7.28,6.76,86.63,3314.61,,32.0,,dairy,refrigerated,SUP016,safe
9.51,5.86,78.26,6848.34,618.05,4.0,0.7887,produce,refrigerated,SUP010,safe
7.27,5.71,98.0,8652.66,1622.38,66.0,0.99,produce,vacuum,SUP013,unsafe
-14.75,6.95,64.19,42242.85,1983.48,497.0,0.6786,seafood,frozen,SUP009,safe
8.5,6.47,66.66,21916.37,1037.53,106.0,0.7638,seafood,vacuum,SUP007,unsafe
-11.45,7.41,73.67,1935.89,119.09,,0.817,seafood,frozen,SUP004,safe
13.91,7.72,87.66,1451.02,361.52,10.0,,dairy,aerated,SUP019,safe
-14.13,5.4,64.05,3437.83,299.62,62.0,0.6741,meat,frozen,SUP004,safe
-14.5,5.68,79.15,241.62,4.49,15.0,0.8679,dairy,frozen,SUP019,safe
16.85,5.59,83.19,24092.53,3370.33,20.0,0.7945,dairy,ambient,SUP019,unsafe
-12.39,4.31,47.58,359.7,13.76,10.0,0.6064,processed,frozen,SUP012,safe
-18.64,5.66,98.0,5786.75,223.9,730.0,0.99,produce,frozen,SUP013,unsafe
16.33,3.79,96.86,241209.78,29488.2,161.0,0.9786,produce,canned,SUP004,unsafe
20.76,6.15,66.75,64445.78,8014.31,95.0,0.7382,meat,ambient,SUP010,unsafe
5.76,6.32,90.97,7935.79,383.95,20.0,0.9333,meat,refrigerated,SUP007,safe
9.41,4.36,74.92,749.73,15.52,3.0,0.7842,meat,aerated,SUP005,safe
8.6,5.72,75.31,119346.46,17325.95,1.0,0.8404,dairy,refrigerated,SUP017,unsafe
16.62,6.56,87.57,6789.13,282.3,98.0,0.7669,dairy,canned,SUP018,unsafe
2.18,5.89,17.36,2586.3,128.44,15.0,0.4058,grain,refrigerated,SUP011,safe
2.23,5.92,83.12,14752.54,112.88,24.0,0.736,produce,refrigerated,SUP015,safe
3.36,6.89,69.47,329.54,8.26,174.0,0.7597,seafood,vacuum,SUP007,safe
5.65,8.01,80.86,1851.98,49.54,1.0,0.8138,seafood,refrigerated,SUP018,safe
6.0,4.74,46.4,3239.97,916.37,1.0,0.6696,processed,aerated,SUP006,safe
12.25,,98.0,10995.96,1099.41,0.0,0.9726,dairy,aerated,SUP018,unsafe
12.97,4.95,77.41,866.62,96.06,2.0,0.7769,meat,aerated,SUP016,safe
1.36,6.39,63.59,5378.39,579.58,24.0,0.693,meat,refrigerated,SUP002,safe
8.44,6.02,16.26,2461.14,148.6,1.0,0.4247,grain,aerated,SUP019,safe
6.05,5.51,62.67,49095.63,4402.65,35.0,0.6787,processed,vacuum,SUP001,safe
6.65,6.29,56.06,16616.3,170.75,8.0,0.6628,meat,refrigerated,SUP011,safe
10.83,4.38,5.0,1707.12,167.52,17.0,0.3983,grain,vacuum,SUP020,safe
0.94,5.09,11.89,1169.17,49.58,43.0,0.3358,grain,vacuum,SUP005,safe
8.05,4.98,70.36,20848.79,,4.0,0.7349,meat,aerated,SUP016,safe
,5.15,69.48,12927.25,,148.0,0.7362,meat,canned,SUP001,unsafe
-18.2,6.66,76.89,539.36,33.48,210.0,0.9577,seafood,frozen,SUP019,safe
4.54,5.8,46.74,74788.27,5631.05,14.0,0.6342,processed,vacuum,SUP014,safe
20.28,7.46,88.84,2884.62,154.76,30.0,0.9341,dairy,ambient,SUP003,unsafe
3.16,5.77,23.34,99700.89,7410.08,44.0,0.4901,grain,refrigerated,SUP002,safe
9.37,5.6,65.19,35648.5,1838.93,476.0,0.7655,meat,canned,SUP005,unsafe
22.62,4.94,98.0,9085.07,2096.83,197.0,0.9607,produce,canned,SUP017,unsafe
14.8,7.07,98.0,1102.73,41.62,502.0,0.9553,seafood,canned,SUP018,unsafe
,5.66,98.0,17070.03,629.32,298.0,0.8645,produce,frozen,SUP001,safe
2.71,6.65,18.22,191.63,12.47,17.0,0.4364,grain,vacuum,SUP015,safe
6.78,6.64,32.08,5105.72,702.47,,0.5031,grain,vacuum,SUP009,safe
3.51,4.16,9.1,32203.9,947.88,7.0,0.3864,grain,refrigerated,SUP005,safe
3.33,6.38,76.67,783.91,78.25,11.0,0.7948,dairy,aerated,SUP013,safe
10.79,6.61,84.74,30328.24,1587.69,127.0,0.889,produce,canned,SUP019,unsafe
6.38,6.15,74.97,1709.43,202.84,38.0,0.8343,dairy,refrigerated,SUP010,safe
9.83,7.91,81.22,24449.93,4638.79,11.0,0.6823,seafood,refrigerated,SUP020,safe
15.1,6.75,83.0,12447.04,1002.03,159.0,0.8178,seafood,canned,SUP014,unsafe
7.31,7.14,82.01,4371.24,282.92,7.0,0.7402,seafood,refrigerated,SUP012,safe
5.53,6.09,79.88,,6587.89,19.0,0.8311,seafood,vacuum,SUP011,unsafe
3.74,4.12,51.33,7468.22,1307.24,2.0,0.6186,processed,refrigerated,SUP007,safe
-10.73,7.08,98.0,1083.72,104.05,12.0,0.99,dairy,frozen,SUP017,safe
8.99,6.21,96.2,107313.07,12604.29,5.0,0.9357,produce,refrigerated,SUP018,unsafe
22.9,5.82,79.23,1008.17,15.49,18.0,0.7907,meat,ambient,SUP007,safe
15.8,5.52,86.91,14450.0,988.37,13.0,0.9118,dairy,ambient,SUP020,unsafe
18.8,6.54,,2062.41,228.74,0.0,0.7316,dairy,ambient,SUP006,safe
-13.17,6.01,31.86,,2.23,155.0,0.4822,processed,frozen,SUP011,safe
13.22,7.39,32.83,772.94,14.73,57.0,0.5331,grain,canned,SUP012,safe
-12.84,4.75,44.68,1668.72,117.06,42.0,0.6711,processed,frozen,SUP016,safe
6.46,3.67,43.83,5644.58,1056.69,1.0,0.6276,processed,refrigerated,SUP019,safe
7.01,6.47,72.46,24925.93,566.58,10.0,0.7993,meat,refrigerated,SUP019,safe
,5.58,75.5,81184.99,2723.91,0.0,0.9283,meat,aerated,SUP011,unsafe
18.01,6.25,96.77,15065.93,,8.0,0.8924,produce,ambient,SUP016,unsafe
-0.09,7.22,97.74,2378.81,159.01,8.0,0.8976,seafood,refrigerated,SUP012,safe
,6.29,95.01,54881.31,4586.17,5.0,0.9248,seafood,ambient,SUP008,unsafe
9.65,5.85,61.89,2153.5,133.81,8.0,0.778,meat,refrigerated,SUP003,safe
7.57,6.55,98.0,567.31,58.3,2.0,0.8899,produce,aerated,SUP002,safe
,5.38,86.16,37245.47,4016.8,88.0,0.9478,produce,vacuum,SUP006,unsafe
8.09,5.67,83.62,,3516.43,71.0,0.7716,dairy,vacuum,SUP016,unsafe
,5.73,69.06,1564.74,12.22,34.0,0.7428,seafood,aerated,SUP020,safe
-13.98,4.88,73.07,53390.31,3629.16,135.0,0.7836,produce,frozen,SUP015,safe
1.23,5.17,89.68,10412.89,1758.57,,0.8388,produce,refrigerated,SUP014,safe
-2.84,6.46,60.44,5166.27,77.63,41.0,0.6618,meat,refrigerated,SUP002,safe
-17.34,,98.0,1517.39,206.25,91.0,0.9768,produce,frozen,SUP020,safe
4.83,7.74,82.19,28900.82,2375.77,36.0,0.9063,dairy,vacuum,SUP018,unsafe
9.29,4.73,73.09,443.25,13.13,21.0,0.6693,meat,vacuum,SUP014,safe
5.69,7.87,25.68,1532.3,411.94,35.0,0.4759,grain,vacuum,SUP018,safe
12.44,6.88,75.15,2180.48,240.58,30.0,0.7828,produce,canned,SUP002,safe
-16.67,5.91,62.75,444.04,42.81,275.0,0.7133,meat,frozen,SUP001,safe
7.97,4.18,91.81,,47038.8,189.0,0.8809,produce,vacuum,SUP020,unsafe
18.08,5.46,93.13,15518.34,447.6,24.0,0.8408,produce,canned,SUP002,unsafe
9.19,5.69,23.03,,631.03,72.0,0.5268,grain,vacuum,SUP009,safe
-12.18,4.48,98.0,2481.88,337.04,49.0,0.99,produce,frozen,SUP009,safe
-18.43,5.73,90.97,9807.68,1712.91,39.0,0.8861,produce,frozen,SUP016,safe
-15.06,6.34,83.03,3998.16,272.2,212.0,0.8153,seafood,frozen,SUP011,safe
19.84,5.93,88.31,4864.17,683.35,16.0,0.8435,dairy,canned,SUP006,unsafe
22.37,,55.3,2147.29,162.86,18.0,0.5302,meat,ambient,SUP012,safe
4.39,6.54,78.44,240.45,6.83,0.0,0.8275,seafood,aerated,SUP003,safe
-14.17,7.16,92.48,23164.54,6659.08,145.0,0.9402,produce,frozen,SUP012,safe
5.09,6.57,84.59,25556.54,663.21,8.0,0.8567,seafood,refrigerated,SUP001,safe
-16.29,6.15,60.76,392648.61,2075.59,444.0,0.6906,meat,frozen,SUP009,safe
12.07,6.62,72.31,3935.95,81.52,38.0,,dairy,ambient,SUP020,safe
14.3,7.28,77.65,2626.36,88.66,49.0,0.7621,seafood,canned,SUP006,safe
-16.36,6.14,89.67,199.36,24.67,78.0,0.8579,meat,frozen,SUP011,safe
3.65,6.21,81.81,26503.1,2761.29,120.0,0.8234,produce,vacuum,SUP003,unsafe
-15.06,6.71,96.74,15513.86,1526.6,232.0,0.9636,dairy,frozen,SUP004,safe
8.6,5.68,98.0,83673.42,1716.99,6.0,0.99,produce,aerated,SUP010,unsafe
5.97,5.05,50.45,888.67,30.99,36.0,0.6165,processed,vacuum,SUP019,safe
-16.65,,78.2,6146.92,69.81,91.0,0.7561,dairy,frozen,SUP006,safe
-14.66,6.27,85.13,1556.69,94.76,,0.8551,seafood,frozen,SUP001,safe
0.73,6.45,,48869.36,1199.86,66.0,0.9657,dairy,vacuum,SUP008,unsafe
4.93,5.69,81.41,9766.93,1337.13,1.0,0.7813,produce,refrigerated,SUP008,safe
-20.0,5.82,83.41,,99.91,630.0,0.8865,produce,frozen,SUP006,safe
5.13,7.14,84.54,5002.96,234.69,12.0,0.9163,seafood,vacuum,SUP017,safe
-11.24,6.81,89.33,187.1,29.74,106.0,0.8627,seafood,frozen,SUP019,safe
0.82,5.95,8.77,235.13,12.36,0.0,0.322,grain,refrigerated,SUP001,safe
-11.85,6.06,84.31,739.19,,143.0,0.8768,dairy,frozen,SUP015,safe
17.47,,,6140.35,472.17,175.0,0.9136,dairy,canned,SUP013,unsafe
4.08,5.82,10.28,1649.71,24.13,104.0,0.4015,grain,canned,SUP003,safe
-14.45,,87.01,27019.14,3196.6,730.0,0.9692,produce,frozen,SUP002,unsafe
10.37,6.8,5.0,2620.31,344.08,16.0,0.3409,grain,ambient,SUP003,safe
3.65,4.93,82.27,4002.3,,7.0,0.7752,produce,refrigerated,SUP009,safe
5.98,6.48,38.69,58433.82,5810.69,27.0,0.5548,grain,vacuum,SUP016,safe
-20.0,7.03,78.04,264.93,22.72,22.0,0.8193,seafood,frozen,SUP013,safe
9.77,7.12,98.0,9577.34,282.24,6.0,0.99,produce,refrigerated,SUP019,unsafe
6.86,4.83,66.84,37799.49,2208.23,18.0,0.7246,processed,vacuum,SUP018,safe
16.45,6.06,88.16,6830.22,1368.46,18.0,0.8526,produce,ambient,SUP012,unsafe
23.4,6.51,88.68,,2696.48,58.0,0.8079,dairy,ambient,SUP012,unsafe
0.61,4.69,71.02,6894.82,,9.0,0.789,meat,vacuum,SUP001,safe
15.31,6.08,68.88,35797.01,2639.52,28.0,0.9151,dairy,ambient,SUP020,unsafe
7.1,6.5,54.48,5659.53,1169.57,14.0,0.643,meat,canned,SUP008,safe
9.4,5.45,70.49,18995.12,2132.03,5.0,0.7808,meat,refrigerated,SUP017,safe
15.0,3.72,85.75,30218.65,6060.29,233.0,0.83,produce,canned,SUP020,unsafe
15.98,5.47,98.0,24710.25,2279.1,28.0,0.8729,produce,canned,SUP007,unsafe
,6.13,77.63,6338.77,786.1,141.0,0.8263,seafood,frozen,SUP009,safe
5.72,5.61,98.0,1420.27,216.14,5.0,0.9384,produce,refrigerated,SUP017,safe
6.23,7.74,80.24,1231.23,51.99,222.0,0.7023,dairy,vacuum,SUP010,safe
-13.19,7.12,98.0,3033.41,236.99,179.0,0.99,dairy,frozen,SUP004,safe
6.32,7.73,90.06,64293.68,6878.66,12.0,0.9062,dairy,vacuum,SUP007,unsafe
12.17,6.55,85.63,6070.68,691.77,39.0,0.8603,seafood,canned,SUP007,unsafe
13.86,5.69,64.88,8887.76,291.2,15.0,0.7006,meat,canned,SUP008,safe
-13.18,4.96,75.77,117.63,,17.0,0.8128,meat,frozen,SUP008,safe
14.33,6.45,96.93,39440.2,,415.0,0.9526,seafood,canned,SUP016,unsafe
1.57,5.26,10.55,2313.2,163.71,86.0,0.3887,grain,vacuum,SUP012,safe
1.97,5.45,81.61,88.65,5.86,7.0,0.8838,dairy,vacuum,SUP015,safe
9.25,6.59,87.53,12033.07,844.32,23.0,0.9337,produce,vacuum,SUP008,unsafe
-14.92,3.83,98.0,304.84,14.88,78.0,0.99,produce,frozen,SUP009,safe
20.75,7.1,20.55,1350.03,22.38,31.0,,grain,ambient,SUP003,safe
2.72,6.0,64.48,14822.34,1891.21,9.0,0.6904,processed,vacuum,SUP016,safe
14.58,6.9,88.14,13589.83,850.54,91.0,0.8909,dairy,ambient,SUP015,unsafe
1.47,5.61,85.39,2172.44,136.01,18.0,0.8161,dairy,refrigerated,SUP004,safe
-14.67,4.73,16.24,1609.01,120.72,558.0,0.3747,grain,frozen,SUP020,safe
,6.56,90.7,1482.89,79.69,58.0,0.9133,seafood,frozen,SUP016,safe
7.88,6.0,87.53,8680.03,1060.38,12.0,0.914,produce,refrigerated,SUP010,unsafe
,5.5,98.0,1426.45,25.69,59.0,0.99,produce,vacuum,SUP011,safe
-8.45,4.67,93.66,31566.23,5499.58,223.0,0.8991,produce,frozen,SUP005,unsafe
5.21,5.92,25.94,420.3,8.11,0.0,0.4917,processed,refrigerated,SUP011,safe
-20.0,6.35,58.83,686.81,,730.0,0.6946,processed,frozen,SUP013,safe
7.17,5.32,77.28,24550.37,830.45,36.0,0.8032,produce,refrigerated,SUP015,safe
1.47,5.89,78.59,1929.96,103.84,5.0,0.77,meat,vacuum,SUP006,safe
4.69,4.79,21.02,2101.96,94.49,10.0,0.3894,grain,refrigerated,SUP016,safe
-16.32,6.17,88.3,7391.71,239.37,67.0,0.9073,dairy,frozen,SUP015,safe
20.43,6.21,75.44,19807.34,3250.36,730.0,0.7487,meat,canned,SUP011,unsafe
18.32,6.28,22.99,12570.0,1081.13,436.0,0.3606,grain,canned,SUP020,unsafe
-16.23,5.39,65.04,4618.93,549.38,45.0,0.7212,meat,frozen,SUP002,safe
3.62,5.58,77.93,59956.29,7820.31,0.0,0.8793,meat,refrigerated,SUP002,unsafe
-13.27,6.14,96.63,1117.0,117.78,62.0,0.7884,dairy,frozen,SUP012,safe
6.59,5.78,29.6,1208.33,45.69,0.0,0.478,grain,refrigerated,SUP016,safe
14.09,7.34,68.94,17483.98,1895.7,55.0,0.7819,seafood,canned,SUP019,unsafe
2.93,3.93,94.09,6733.48,1192.95,45.0,0.8204,produce,vacuum,SUP002,safe
3.85,5.74,60.39,3224.64,205.51,61.0,0.6818,meat,vacuum,SUP017,safe
5.99,6.28,5.0,18851.63,2072.17,28.0,0.3,grain,vacuum,SUP014,safe
17.7,5.54,15.59,591.69,25.6,334.0,0.351,grain,canned,SUP016,safe
15.28,5.42,70.77,869.47,120.04,61.0,,meat,canned,SUP005,safe
1.68,6.64,91.45,354.8,30.01,5.0,0.8383,seafood,refrigerated,SUP010,safe
,5.42,66.54,22811.54,1188.33,17.0,0.6722,meat,refrigerated,SUP017,safe
4.84,5.0,48.66,,676.81,20.0,0.6133,processed,vacuum,SUP013,safe
11.67,5.6,,1181.26,174.1,,0.99,produce,aerated,SUP016,unsafe
16.58,3.32,41.38,37361.03,1812.25,1.0,0.6069,processed,aerated,SUP009,safe
-15.08,6.32,62.77,2630.76,107.67,162.0,0.7585,meat,frozen,SUP004,safe
8.4,5.77,23.16,119.71,13.81,74.0,0.4904,grain,vacuum,SUP016,safe
3.76,7.55,6.51,2118.9,242.38,28.0,0.3074,grain,vacuum,SUP011,safe
18.66,4.55,98.0,1963.26,14.48,3.0,0.9525,produce,ambient,SUP007,unsafe
4.09,4.31,,11355.06,2262.67,25.0,0.7194,processed,refrigerated,SUP017,safe
5.42,5.64,54.52,666.86,3.57,3.0,0.6958,meat,vacuum,SUP013,safe
21.39,6.83,90.3,29740.02,2206.57,232.0,0.8967,dairy,canned,SUP004,unsafe
13.08,3.94,95.22,83111.78,3637.46,110.0,0.945,produce,canned,SUP014,unsafe
5.76,4.84,94.23,34025.71,2080.9,38.0,0.99,produce,refrigerated,SUP010,unsafe
-19.79,5.97,88.58,8392.58,794.81,240.0,0.9178,produce,frozen,SUP010,safe
7.3,5.04,60.6,3774.91,1060.03,37.0,0.6781,meat,vacuum,SUP010,safe
,8.1,93.46,694.96,,15.0,0.9038,seafood,refrigerated,SUP012,safe
12.42,5.44,68.98,5511.89,129.2,277.0,0.6957,meat,canned,SUP002,unsafe
1.47,6.28,71.17,3325.79,166.11,1.0,0.8799,seafood,aerated,SUP009,safe
13.88,5.99,94.57,22097.39,1492.02,450.0,0.99,produce,canned,SUP005,unsafe
-13.95,6.79,82.57,309.22,50.98,,0.8409,produce,frozen,SUP008,safe
16.17,6.13,60.51,38728.62,1560.47,367.0,0.8024,meat,canned,SUP014,unsafe
15.03,8.01,76.25,1262.75,118.47,0.0,0.8272,seafood,aerated,SUP007,safe
12.86,7.14,63.35,347076.64,81288.09,55.0,0.6902,meat,canned,SUP007,unsafe
3.43,5.76,,6447.33,334.07,40.0,0.8385,dairy,vacuum,SUP009,safe
0.5,6.75,20.06,7793.88,770.66,8.0,0.4503,grain,refrigerated,SUP003,safe
6.59,3.78,48.86,15586.91,2527.52,11.0,0.6595,processed,vacuum,SUP014,safe
,6.14,82.52,,,12.0,0.7679,meat,vacuum,SUP017,safe
2.36,5.94,5.0,1866.37,71.89,13.0,0.3,grain,refrigerated,SUP018,safe
,6.99,5.0,1142.46,115.02,0.0,0.4069,grain,refrigerated,SUP012,safe
5.4,,13.49,1327.34,182.49,7.0,0.4723,grain,refrigerated,SUP014,safe
-13.87,6.96,98.0,41611.71,3461.6,133.0,0.99,dairy,frozen,SUP013,safe
,5.24,55.31,626.14,49.54,2.0,0.7704,processed,aerated,SUP014,safe
2.55,6.21,98.0,1681.8,133.52,24.0,0.9659,meat,refrigerated,SUP009,safe
-3.29,5.85,73.32,4572.11,,0.0,0.8019,meat,refrigerated,SUP019,safe
9.71,6.45,87.36,4828.74,913.18,14.0,0.8222,dairy,aerated,SUP002,safe
19.08,8.15,58.45,28511.45,3270.19,,0.6509,seafood,ambient,SUP011,unsafe
6.57,7.75,89.28,13351.4,38.05,26.0,0.7809,dairy,vacuum,SUP017,safe
20.51,5.69,71.69,8863.77,1615.66,77.0,0.7499,meat,ambient,SUP002,unsafe
5.16,5.99,65.93,2475.51,34.34,16.0,0.6256,meat,refrigerated,SUP019,safe
3.67,6.07,10.63,419.9,25.86,37.0,0.4232,grain,refrigerated,SUP007,safe
19.15,4.71,11.32,13558.77,1477.89,19.0,0.393,grain,ambient,SUP018,safe
-0.21,5.53,68.2,2299.91,175.62,8.0,0.642,meat,refrigerated,SUP013,safe
4.25,7.28,32.9,2080.55,75.71,34.0,0.5043,grain,vacuum,SUP005,safe
14.15,5.4,8.29,980.7,40.18,24.0,0.4523,grain,canned,SUP018,safe
3.79,7.69,13.69,1343.13,60.54,107.0,0.3827,grain,vacuum,SUP016,safe
16.58,7.44,80.96,4614.95,259.3,402.0,0.7763,dairy,canned,SUP015,unsafe
2.02,5.82,97.83,16788.0,1764.13,13.0,0.8466,produce,refrigerated,SUP008,safe
14.65,5.45,51.77,138654.95,15989.7,730.0,0.5487,processed,canned,SUP015,unsafe
